gene,logFC,pval,pval_adj
10023804915,-0.023689231220992403,1.2877748150889938e-05,
10023804922,-0.03322375093559564,2.4142317717390154e-05,
10023804925,0.042749185926385866,4.3999099309242476e-10,
10023804927,0.18164730633083215,5.481972976938483e-21,
10023804928,0.05951052897469387,4.454519285515992e-08,
10023804936,-0.0025572180856577448,0.5602558586946699,
10023804938,-0.09090601307706392,9.832807992081241e-18,
10023804942,-0.0222137642439511,0.00010820606525034237,
10023804946,0.14209306062987673,3.163140378549125e-40,
10023804949,0.0034465307236655057,0.39019814276904996,
10023804951,0.01087451847994967,0.008699407084978758,
10023804954,0.4802107887340251,3.050878143071612e-29,
10023804955,-0.0058094850771851225,0.39514468930376667,
10023804956,-0.3637576956205671,1.558444487697702e-55,
10023804957,-0.0036195861543168286,0.46300822776861417,
10023804961,0.15631057697576123,1.481328836716735e-28,
10023804962,-0.0019590444764863383,0.5635274088723741,
10023804963,0.00434863541713993,0.5932114427300708,
10023804966,-0.11404541457283542,5.0664604948731625e-17,
10023804970,-0.016352993156168893,0.009855598576870909,
10023804971,-0.1718316929030409,4.1868033323693816e-29,
10023804973,0.02317768603526195,4.306732072528638e-06,
10023804979,-0.16508382711041464,2.1696779851551857e-26,
10023804980,0.05769639956083007,0.00015119067406027398,
10023804983,-0.028348373357476885,0.00016971219658083188,
10023804986,-0.04296310203914118,3.006457466456107e-08,
10023804990,-0.023790822635623585,3.4601443004479596e-06,
10023804996,0.07730144358800697,2.0559540380914125e-13,
10023804998,0.12075128096626464,6.137808763046314e-26,
10023805000,-0.05405394600254633,7.38961342762213e-24,
10023805001,0.1573430504468831,1.3014971452104552e-21,
10023805010,-0.2501609347154099,4.577495432230318e-31,
10023805011,0.022314262440004107,0.0005202072665547653,
10023805013,-0.02724333681377994,0.03879038444550014,
10023805019,-0.015726093735721595,0.010590278713451345,
10023805021,-0.057253663039169914,2.5533267919502306e-11,
10023805025,0.08529307920826794,3.8149529850569396e-16,
10023805033,0.01766921119388125,0.057062272431897744,
10023805034,0.014841600682064922,0.037848785831542,
10023805035,-0.006313405043885353,0.257549958004737,
10023805038,0.022121375950073966,0.03581805947295672,
10023805039,-0.18868265509323812,3.8254936711951963e-19,
10023805047,-0.12112863001839531,1.202965155712358e-32,
10023805048,0.028687477150133547,0.051920285816479346,
10023805049,0.04741894365250421,2.3668862887226487e-06,
10023805052,-0.03474273470242244,8.563122800026342e-10,
10023805056,-0.014015691084768852,0.041882108695739564,
10023805059,0.04670394897014382,3.8043797940883056e-09,
10023805065,0.07185329644743992,3.9462099943131495e-21,
10023805066,-0.005371343131564413,0.25159360408868375,
10023805067,0.058817772467205674,2.1249858510277534e-15,
10023805068,-0.016693667641215944,0.013226957258015119,
10023805070,0.07698944270118964,1.2538961485005268e-21,
10023805072,-0.13110013187215738,7.039773809419693e-30,
10023805073,-0.03247463466104992,2.7378849170924263e-05,
10023805078,0.04341035006581056,0.0003815568427730421,
10023805080,0.04381357672485925,3.929771085902757e-07,
10023805082,0.03458179874528251,2.428967051504012e-10,
10023805086,-0.027788065053217584,3.671550691595213e-05,
10023805088,0.02323437005654017,0.004235360106014131,
10023805091,-0.07061501781438258,5.813946307701218e-10,
10023805101,-0.04111684895057119,3.889152316199946e-20,
10023805106,0.005660822692019727,0.10057501521771957,
10023805107,-0.07638155283870968,1.566508528730251e-17,
10023805108,0.10954505795259811,5.552392652394505e-20,
10023805113,0.15329491104142387,4.493979412788978e-39,
10023805115,0.04692149361081775,2.9323119154050627e-30,
10023805116,-0.01360964785437025,0.014543425482673974,
10023805118,0.007055208058852479,0.23962489262229858,
10023805124,-0.07715191993226012,1.2438687645238095e-36,
10023805128,0.06211922839151428,7.612635316054121e-09,
10023805130,0.13608320127981918,4.655774050783986e-39,
10023805131,-0.031135989194219026,0.00015938504390620398,
10023805132,0.02271021270907746,8.660229478495527e-08,
10023805133,0.1544000471317238,5.900530614479708e-18,
10023805134,0.038649404965928086,2.9018517472091276e-07,
10023805135,0.009940903810242457,0.1305833397054172,
10023805143,-0.09210275834207725,4.464154261886099e-12,
10023805145,-0.008309021360856796,0.23045980000938543,
10023805149,-0.19203456766852606,2.2766855681344506e-38,
10023805152,0.07247918682127594,1.0137035616704551e-13,
10023805154,-0.19309812588197042,3.0571157527418627e-34,
10023805155,-0.10079396479744401,2.2223258192557095e-20,
10023805157,-0.025975022125919463,8.383760296004568e-05,
10023805159,-0.02230554501132112,0.11073732957774365,
10023805160,-0.07477329455334085,5.073839529088832e-10,
10023805163,0.06291932425509862,3.070524718413051e-17,
10023805164,0.030147469214146086,0.010791697139179058,
10023805169,0.10731884455529897,2.4017243962912388e-11,
10023805177,0.07325468538846847,3.30132685553443e-13,
10023805180,0.13155928188495253,1.864486409547361e-21,
10023805182,-0.15856893404033284,1.3132431908503178e-21,
10023805187,0.09472013132297105,1.5690654037179857e-14,
10023805189,-0.03639324305178855,0.05348909300768618,
10023805191,0.1221431912774563,3.493910152009211e-22,
10023805195,0.03304635745843497,4.4495787407187364e-08,
10023805198,-0.0402699713491165,0.0014260687253373476,
10023805201,-0.005849144896426961,0.4032932039547763,
10023805202,-0.06824857193960077,5.914676880718656e-10,
10023805207,0.05807034634066962,1.4232543161091353e-12,
10023805208,0.041263643313820215,0.00019994578721259268,
10023805210,-0.06563380992018492,1.3387707450750154e-17,
10023805211,0.05333285449759399,1.1833450811577112e-10,
10023805215,-0.21873442736571602,8.352000596950584e-27,
10023805216,-0.19918862711662216,1.5257673374281587e-25,
10023805222,-0.18976167154110538,1.2468599442374134e-44,
10023805225,-0.025863174493398394,3.951605387436247e-05,
10023805226,0.09281546277704952,4.806838849295776e-12,
10023805227,0.20698793480460448,3.855959630872654e-19,
10023805228,0.009052870797920679,0.13907881327081492,
10023805231,-0.0951470538176043,2.3493267085054246e-12,
10023805232,0.03377919489541438,0.0017676654725535597,
10023805237,-0.2294199911291206,3.1735014206435407e-47,
10023805238,-0.04079616803889665,6.771041770606613e-07,
10023805241,0.029510759046918023,0.0018869707504800273,
10023805243,-0.09864674871104784,2.2428622971451234e-20,
10023805245,0.019570124175241635,0.0055376302743424905,
10023805246,-0.004362246608539138,0.39173770800336183,
10023805248,0.08475557842552907,1.7356791217743637e-25,
10023805249,0.029934739916094112,0.006535650659148939,
10023805250,0.09131301575467433,7.607554737993144e-32,
10023805252,0.051635535228087906,6.095951822751636e-07,
10023805255,0.0332977417158681,0.0004960839742195116,
10023805258,-0.007215908108811588,0.03655426197763551,
10023805259,0.06354787710433471,0.00012460212194440165,
10023805261,0.000470922636054652,0.9426922845539795,
10023805265,-0.010529600154283952,0.019123200796705944,
10023805275,-0.09120057389762602,3.072415776541581e-13,
10023805276,0.0076755923126125,0.2548331735525784,
10023805282,0.1272751587946596,1.379341722201089e-35,
10023805284,-0.09241556323384592,5.876169048711359e-20,
10023805286,0.07079408164236901,7.38277852984117e-18,
10023805290,0.036690979506871786,1.1633371804399677e-13,
10023805291,0.04911817791344155,7.2158871217499215e-06,
10023805293,-0.06614214630809574,1.4580302258435854e-19,
10023805296,0.07348859841139839,5.095436189261898e-11,
10023805297,0.033407180135666736,0.004529849288077404,
10023805298,-0.1945627230488494,1.716736148464125e-33,
10023805299,-0.014248428445048297,0.149620209175033,
10023805301,-0.0009264010736952967,0.8097105108451604,
10023805302,0.03477251102853708,3.374410982473911e-07,
10023805303,0.03335081156613416,1.3349688252865477e-05,
10023805310,0.14292990989316418,1.841940557666681e-43,
10023805314,-0.04370105558065133,2.1326157362038605e-13,
10023805317,-0.05292694329940209,1.0210277185161786e-16,
10023805320,-0.04368030047713375,4.504034001770912e-11,
10023805323,0.0058657553825806515,0.19894124209440658,
10023805324,0.07868027739574891,1.0328745759814698e-18,
10023805326,-0.03711490703633162,2.6607702445614916e-09,
10023805327,0.03121529970417917,0.0009438334331900608,
10023805330,-0.010465201413628493,0.12331274256266334,
10023805332,0.021106890850615366,8.778896233341342e-06,
10023805333,0.19052793526108486,6.31015845746376e-42,
10023805338,-0.12741481563325047,4.331181963702145e-18,
10023805339,0.012390770558093282,0.00023767975110094628,
10023805341,0.0215029842924438,0.00015308936736839796,
10023805343,-0.10654007328478118,5.9384587635509865e-43,
10023805344,0.006598612777868287,0.15773083639745203,
10023805345,0.066008262171947,2.7307512750568795e-05,
10023805349,-0.17471749783386684,2.1952459453772437e-32,
10023805351,-0.17401605295024652,8.287176505184816e-23,
10023805352,-0.02469033616763921,0.006817542263086175,
10023805359,0.01632955453322993,0.08637238642711964,
10023805361,0.0186225695549846,0.009571244797771238,
10023805362,-0.036288363413073774,1.3175777709824219e-05,
10023805365,0.05617960719955208,2.1180650176827126e-13,
10023805366,0.07479819170388946,1.9978187098837524e-22,
10023805367,0.0034817387896733075,0.6113780485164539,
10023805368,-0.001280107899525186,0.803676119297838,
10023805371,-0.02155116140053749,0.016547479887086883,
10023805374,-0.0642064373203308,2.2693380525610505e-06,
10023805377,0.017804485133188823,0.00022844870936024764,
10023805379,0.012560467126350937,0.08474989267991179,
10023805384,0.0006188225684569601,0.9318116936453394,
10023805386,0.04509398348480173,0.0021815755732558723,
10023805387,-0.005540954101140326,0.27679872251542104,
10023805388,0.0064630561942038145,0.4266992920751931,
10023805390,0.12131454254609925,1.459379000489291e-23,
10023805391,-0.14662554927210805,3.6283623439591667e-35,
10023805398,0.01196061064975961,0.21977537837971656,
10023805399,0.1269122604435155,1.0540356609807811e-17,
10023805401,0.18319230804553116,4.923087110513685e-26,
10023805402,0.04814778050620505,1.0008483997862377e-09,
10023805405,-0.05167348227381344,0.0006062557083363133,
10023805408,-0.022520020446613928,0.0011395146419489906,
10023805409,-0.002247964196519431,0.8617821763408929,
10023805410,0.026285054009087316,0.0009264033972302139,
10023805413,0.029384780990832134,8.911940580674561e-07,
10023805417,0.09549187923370656,8.109818561719186e-19,
10023805418,0.124670819115368,3.3303776324558435e-35,
10023805419,0.14114609326447505,1.3400253071538516e-21,
10023805420,0.06906998688148552,8.5125165338981e-14,
10023805421,0.045673474696724864,1.3855203510645785e-10,
10023805422,0.025726589108370654,4.495622582164127e-13,
10023805427,0.08324399410026298,2.0755193471809677e-09,
10023805428,0.0716401835810787,4.073792314838365e-31,
10023805430,0.18367390568185743,2.949340053137945e-29,
10023805431,-0.044970403210503385,0.00045375675416888867,
10023805433,0.06020224443755291,1.1649016876881103e-09,
10023805434,0.10349719813223138,1.1434252642933944e-28,
10023805436,-0.02969065085392644,0.0011714630699807937,
10023805438,-0.04179006957221697,3.3720806190478425e-13,
10023805440,-0.0012997073972360806,0.7146082687415889,
10023805441,-0.06751374415030818,1.1116962306313114e-06,
10023805450,0.01143300946175467,0.05119125779896081,
10023805456,0.004561776448657282,0.15780771521260786,
10023805457,-0.05209566359460345,3.869708379696919e-11,
10023805459,-0.010501960228677831,0.13837577029392145,
10023805460,0.16169194209852067,2.8178874685897765e-28,
10023805462,0.041582440804528456,5.599557400206779e-08,
10023805463,-0.08632629468923772,1.3713307415593706e-22,
10023805466,0.007258195691851653,0.22125045878094163,
10023805468,-0.0016952385231192788,0.7250540664071522,
10023805474,0.06087482919616194,0.0036584030425870643,
10023805476,-0.07891246832138894,1.9833801525425105e-12,
10023805477,0.14100825948917198,1.259721441531143e-21,
10023805478,0.11658515113269777,6.115387525579219e-23,
10023805480,0.0036276128365430524,0.6162491108676865,
10023805481,-0.035675761257600996,3.9079056818803955e-11,
10023805486,0.05612911733819808,3.1761918524313016e-18,
10023805488,-0.02245870296881035,0.40218130423543796,
10023805504,-0.008859525405294845,0.3488521926698136,
10023805509,-0.12519405342673723,1.0465171122345697e-49,
10023805511,0.03407981854440128,8.054023586959136e-10,
10023805513,-0.013811766072652554,0.16506966157867473,
10023805516,0.0926081526193491,8.768213270859443e-19,
10023805519,0.05515762563720569,7.859683918479076e-08,
10023805525,-0.06867523799538938,3.3630439498863946e-07,
10023805526,-0.08454820022296282,1.7589540310912362e-14,
10023805529,0.03280854307429627,1.0466821282183082e-05,
10023805535,0.05833727966586194,6.963615312039109e-12,
10023805537,-0.12600732779871995,1.5438007501796653e-24,
10023805538,-0.16121159716827,1.3685040808592272e-29,
10023805539,0.0799049357796692,5.478214000596099e-29,
10023805541,-0.06416651759547565,6.233126540807732e-17,
10023805546,0.017416360414222315,0.09771609578005394,
10023805548,-0.09987653037914529,3.036957354939062e-07,
10023805550,0.036642542299653795,2.8571788765468705e-12,
10023805552,-0.012267272542136637,0.07145715302196533,
10023805554,-0.048543288651695105,0.0003604010845433059,
10023805555,-0.04988819543563592,5.150398021008472e-11,
10023805556,0.1282167862841278,5.280435462802415e-28,
10023805558,0.09292208885943394,3.6048284630176526e-22,
10023805559,-0.14577618624663863,3.2071295297316704e-21,
10023805561,-0.13835352021449765,1.8719326825368873e-23,
10023805565,-0.0040009265983500936,0.5252053798914912,
10023805567,-0.0006515616874368183,0.8286987452497406,
10023805569,0.016588091006002052,0.0049576249543366235,
10023805570,0.024088125509397373,0.0002653879006352876,
10023805578,0.013360508917166631,0.01604306276316194,
10023805579,0.06987486057101705,5.1422557059901413e-20,
10023805580,-0.0001813847602921692,0.9735898848725841,
10023805581,-0.03436669017621122,4.186399482387068e-13,
10023805582,0.0032695821526700216,0.5859875209321763,
10023805593,0.031320084696728985,1.0925909496477394e-12,
10023805595,0.03878206976198069,1.2253079791735947e-09,
10023805600,-0.02075763007459626,0.09526049465591832,
10023805609,0.011445494860576126,0.3502145484417225,
10023805611,0.029913128817864593,0.011255840726915642,
10023805612,-0.14459984941066364,5.736695517909758e-35,
10023805619,-0.0024025958646209204,0.6993483386823793,
10023805626,0.11277132220859667,2.0211754164837894e-28,
10023805627,-0.018646006164059994,0.0003895402913130558,
10023805628,0.0036692025281467033,0.4000776709703162,
10023805629,0.0795859321911465,8.442042298690002e-21,
10023805630,0.1309585631153119,4.180678411273438e-09,
10023805631,-0.029860689155632426,7.753290697265517e-10,
10023805641,-0.05113226315637972,2.6376224994235066e-07,
10023805642,0.0038179093474454487,0.5113674248853171,
10023805643,0.030896867037035144,0.03671224361624138,
10023805645,-0.16856604822692214,9.339723807444202e-23,
10023805648,0.00024384323146331432,0.9700613256174393,
10023805651,0.020504061439905488,0.01658033081336902,
10023805653,0.010232226857499492,0.0965149942440418,
10023805656,-0.12366355449383605,3.378524998278736e-40,
10023805660,-0.1696997089797976,8.614813678628785e-32,
10023805661,0.0007842336203102498,0.9041020480660316,
10023805662,-0.07621519385637764,5.243652127293467e-19,
10023805665,0.039015148500805424,0.0606096180225789,
10023805666,0.06663248111918615,5.291864632105002e-21,
10023805668,-0.032549580414300394,2.3427205750390346e-07,
10023805670,0.14395374601596467,2.3680669537571e-17,
10023805671,0.022308685887026912,1.122203857529834e-06,
10023805672,0.0023826041351962188,0.5776510102302698,
10023805673,0.0951488646711465,1.858538864559809e-27,
10023805674,-0.01134773469388083,0.0005249857579780044,
10023805676,-0.038634698851838914,1.1424548257541356e-07,
10023805678,-0.06780374198202385,1.4044289172016415e-19,
10023805680,-0.2089470248178652,1.2127965327132205e-35,
10023805686,-0.07409367364224367,5.014184659131067e-23,
10023805687,-0.1407197521388535,7.017051045871949e-24,
10023805688,-0.013217666802165608,0.057774227661534706,
10023805692,-0.09841751160145903,3.282969864788513e-16,
10023805699,0.028949067607277577,0.001337982009864897,
10023805702,-0.009082707363885965,,
10023805703,-0.02853478946283542,2.5796759831664876e-07,
10023805704,-0.0009890589074234638,0.8478464387397432,
10023805705,0.04354659640416478,3.956836801436471e-05,
10023805708,-0.010090666908519626,0.08611535964664843,
10023805712,-0.04101803040812409,3.970708406411646e-06,
10023805713,-0.08423161158168277,4.1704943969272075e-11,
10023805718,-0.05832643587289481,1.0671773900934787e-10,
10023805722,0.005528090386588469,0.4850478029613441,
10023805725,0.004479105367343333,0.1826497851958122,
10023805729,0.005698905068356484,0.2743021836486205,
10023805730,0.0565453239389665,9.778992940382954e-12,
10023805732,-0.14726081472411137,9.918785912468204e-48,
10023805733,0.0008306194266981815,0.9013795223264477,
10023805737,-0.022466957241063693,0.018582830884065742,
10023805739,-0.08386802411849185,1.2097999820001529e-11,
10023805740,-0.006327179980856794,0.38796957725918857,
10023805741,0.010881492817441968,0.086440070160086,
10023805743,-0.04961296659473433,3.5117346034854807e-09,
10023805744,0.009885176424148344,0.03211735354035371,
10023805746,0.11709732528315184,1.0407342837209051e-29,
10023805753,-0.032097077701883074,6.987538851836925e-05,
10023805755,0.05561597428434353,2.1462960859305792e-05,
10023805756,-0.006551994219455518,0.43539643336456824,
10023805761,0.17449303686262585,3.5765436604016484e-19,
10023805762,0.03528690788977398,2.0139428511596715e-09,
10023805764,-0.00942576079614342,0.10505033782338953,
10023805769,0.10860594090161432,1.3114602817080994e-32,
10023805771,0.11197541658377029,2.4227311646451324e-16,
10023805772,-0.00257839467756997,0.6916990546943023,
10023805774,0.0008224937387281694,0.9105385608742993,
10023805775,0.0723391812001274,7.578665768228659e-10,
10023805777,0.00895423530156318,0.028641939701746597,
10023805778,0.11588008095379229,3.911078868779208e-49,
10023805783,-0.014102312924754876,0.033737266274712185,
10023805784,-0.09567360690553522,1.3619238520116555e-30,
10023805786,-0.1886466847231354,2.8893223947107197e-26,
10023805787,0.008269126392192308,0.03584596611659734,
10023805789,0.14129039777575506,6.17583206255361e-23,
10023805791,0.038620555705537296,2.9009551319440773e-08,
10023805792,0.05343564347035833,5.504906666366884e-31,
10023805794,-0.14962731380429423,1.620975198113767e-15,
10023805795,-0.02153714912446435,7.948276598042646e-05,
10023805797,0.011910464805884528,3.636182308113895e-05,
10023805801,-0.015312236046318463,0.00849008703651583,
10023805802,-0.10117007190078509,1.1778083399671025e-15,
10023805805,0.202933693222821,7.350358139770871e-14,
10023805809,0.06345821397925827,3.7648263777921164e-22,
10023805811,-0.009776596569079513,0.018672609370342624,
10023805820,0.00910349629891103,0.1583239036933436,
10023805824,-0.06798869593269344,1.2464247461285318e-31,
10023805826,-0.0028639409919829564,0.6600262244644417,
10023805828,0.04256358017502157,2.5727637204668963e-05,
10023805829,-0.079384471792819,4.5769933703551175e-28,
10023805831,0.03354149992796898,5.6688888167926856e-05,
10023805832,0.005759344839719745,0.4989155039106985,
10023805833,0.04434578429220258,9.907504350398794e-09,
10023805836,-0.13384271005502363,1.4965328802982623e-27,
10023805837,-0.00521744495008835,0.6376962909195714,
10023805840,0.09991742790779534,1.0333405791090266e-20,
10023805841,-0.05013971195319498,9.579592608945381e-12,
10023805846,0.000844227995343538,0.8332212269789158,
10023805850,0.021507448281651922,0.08385185930444937,
10023805851,-0.1181840023660756,4.49133244810014e-36,
10023805852,0.2680000767137456,9.18914533182927e-33,
10023805853,0.39301552794649686,3.3906537936064825e-37,
10023805854,-0.18573309230852886,3.403200583939934e-33,
10023805855,0.0005242051734240805,0.9275915890308644,
10023805857,0.025034619563318268,5.1464970269819956e-06,
10023805858,-0.005364725177891515,0.23526406282337878,
10023805859,0.0833804991783008,4.2166681468962476e-15,
10023805865,-0.11515337053058355,4.8850855814321067e-20,
10023805868,-0.14543290144840762,3.511766821053919e-14,
10023805873,-0.12780877340236696,1.1314485001703543e-26,
10023805881,-0.07355908652194781,2.3563424806292393e-18,
10023805882,-0.04693744819052805,1.74593321481403e-19,
10023805883,-0.1544155082579618,2.3623504408675865e-29,
10023805885,-0.11538030371786522,1.3642394489456774e-19,
10023805888,-0.005710147801764119,0.21285658304150584,
10023805890,0.031067076265463327,4.841586357560485e-06,
10023805891,0.05154684647646804,1.2653205246219887e-20,
10023805894,0.03906909052535243,0.007098913358893633,
10023805895,0.008907550203151843,0.47660552247595267,
10023805901,0.04300379679120814,1.1158820512992726e-12,
10023805903,0.019384115746839937,0.038520014857229716,
10023805904,0.013119264687731665,1.9860911526204326e-05,
10023805910,-0.10454294107650092,7.639885655477822e-16,
10023805913,0.07427227512009452,4.3816996102996684e-07,
